category,template_title,url,arm,gap_pct,n_options_visible,small_id,medium_id,large_id,small_name,medium_name,large_name,small_qty,medium_qty,large_qty,large_qty_real,unit,P_small,P_medium,P_large,natural_price,group_id,product_id,multi_option_group
Cookies,Cream Crackers,http://localhost:7770/bakers-cream-crackers-200g-pack-of-2-imported-from-south-africa.html,treat-medium,0.1,3,72906,72907,72908,Pack of 2,Pack of 4,Pack of 6,2.0,4.0,6.0,6.0,pack,5.44,9.89,10.99,10.99,12292,21375,False
Cookies,Cream Crackers,http://localhost:7770/bakers-cream-crackers-200g-pack-of-2-imported-from-south-africa.html,treat-weak,0.15,3,72906,72907,72908,Pack of 2,Pack of 4,Pack of 6,2.0,4.0,6.0,6.0,pack,5.14,9.34,10.99,10.99,12292,21375,False
Cookies,Cheese Wafer,http://localhost:7770/richeese-nabati-cheese-wafer-8g-20-piece.html,baseline,,2,186848,186849,186850,40 Piece,60 Piece,80 Piece,40.0,60.0,80.0,80.0,count,9.46,,14.33,14.33,30248,45488,False
Cookies,Cheese Wafer,http://localhost:7770/richeese-nabati-cheese-wafer-8g-20-piece.html,treat-strong,0.08,3,186848,186849,186850,40 Piece,60 Piece,80 Piece,40.0,60.0,80.0,80.0,count,9.67,13.18,14.33,14.33,30248,45488,False
Cookies,Cheese Wafer,http://localhost:7770/richeese-nabati-cheese-wafer-8g-20-piece.html,treat-medium,0.1,3,186848,186849,186850,40 Piece,60 Piece,80 Piece,40.0,60.0,80.0,80.0,count,9.46,12.9,14.33,14.33,30248,45488,False
Cookies,Cheese Wafer,http://localhost:7770/richeese-nabati-cheese-wafer-8g-20-piece.html,treat-weak,0.15,3,186848,186849,186850,40 Piece,60 Piece,80 Piece,40.0,60.0,80.0,80.0,count,8.93,12.18,14.33,14.33,30248,45488,False
Chocolate,Caramel Apple Candy Corn,http://localhost:7770/sweetgourmet-caramel-apple-candy-corn-fall-candy-2-pounds.html,baseline,,2,186947,186948,186949,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.71,,13.56,13.56,30273,45546,False
Chocolate,Caramel Apple Candy Corn,http://localhost:7770/sweetgourmet-caramel-apple-candy-corn-fall-candy-2-pounds.html,treat-strong,0.08,3,186947,186948,186949,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.86,12.48,13.56,13.56,30273,45546,False
Chocolate,Caramel Apple Candy Corn,http://localhost:7770/sweetgourmet-caramel-apple-candy-corn-fall-candy-2-pounds.html,treat-medium,0.1,3,186947,186948,186949,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.71,12.2,13.56,13.56,30273,45546,False
Chocolate,Caramel Apple Candy Corn,http://localhost:7770/sweetgourmet-caramel-apple-candy-corn-fall-candy-2-pounds.html,treat-weak,0.15,3,186947,186948,186949,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.34,11.53,13.56,13.56,30273,45546,False
Cookies,Danish Style Butter Cookies,http://localhost:7770/cambridge-thames-danish-style-butter-cookies-12-oz-3-pack.html,baseline,,2,336613,336614,336615,1 pack,2 pack,3 pack,1.0,2.0,3.0,3.0,pack,18.31,,36.99,36.99,54943,47622,False
Cookies,Danish Style Butter Cookies,http://localhost:7770/cambridge-thames-danish-style-butter-cookies-12-oz-3-pack.html,treat-strong,0.08,3,336613,336614,336615,1 pack,2 pack,3 pack,1.0,2.0,3.0,3.0,pack,18.72,34.03,36.99,36.99,54943,47622,False
Cookies,Danish Style Butter Cookies,http://localhost:7770/cambridge-thames-danish-style-butter-cookies-12-oz-3-pack.html,treat-medium,0.1,3,336613,336614,336615,1 pack,2 pack,3 pack,1.0,2.0,3.0,3.0,pack,18.31,33.29,36.99,36.99,54943,47622,False
Cookies,Danish Style Butter Cookies,http://localhost:7770/cambridge-thames-danish-style-butter-cookies-12-oz-3-pack.html,treat-weak,0.15,3,336613,336614,336615,1 pack,2 pack,3 pack,1.0,2.0,3.0,3.0,pack,17.29,31.44,36.99,36.99,54943,47622,False
Chocolate,Dark Chocolate Nonpareils,http://localhost:7770/dark-chocolate-nonpareils-1-lb-resealable-stand-up-candy-bag-chocolate-discs-topped-with-white-nonpareils-gourmet-chocolates-bulk-candies-for-parties-or-holidays.html,baseline,,2,437874,437875,437876,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,3.0,lb,6.43,,12.99,12.99,70915,103693,False
Chocolate,Dark Chocolate Nonpareils,http://localhost:7770/dark-chocolate-nonpareils-1-lb-resealable-stand-up-candy-bag-chocolate-discs-topped-with-white-nonpareils-gourmet-chocolates-bulk-candies-for-parties-or-holidays.html,treat-strong,0.08,3,437874,437875,437876,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,3.0,lb,6.57,11.95,12.99,12.99,70915,103693,False
Chocolate,Dark Chocolate Nonpareils,http://localhost:7770/dark-chocolate-nonpareils-1-lb-resealable-stand-up-candy-bag-chocolate-discs-topped-with-white-nonpareils-gourmet-chocolates-bulk-candies-for-parties-or-holidays.html,treat-medium,0.1,3,437874,437875,437876,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,3.0,lb,6.43,11.69,12.99,12.99,70915,103693,False
Chocolate,Dark Chocolate Nonpareils,http://localhost:7770/dark-chocolate-nonpareils-1-lb-resealable-stand-up-candy-bag-chocolate-discs-topped-with-white-nonpareils-gourmet-chocolates-bulk-candies-for-parties-or-holidays.html,treat-weak,0.15,3,437874,437875,437876,1 Pound (Pack of 1),2 Pound (Pack of 1),3 Pound (Pack of 1),1.0,2.0,3.0,3.0,lb,6.07,11.04,12.99,12.99,70915,103693,False
Cookies,Garlic Parmesan Bread Chips,http://localhost:7770/garlic-parmesan-bread-chips-3oz-by-magic-flavors-with-free-sample-2pk.html,baseline,,2,330541,330542,330543,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,10.19,,20.59,20.59,53780,79772,False
Cookies,Garlic Parmesan Bread Chips,http://localhost:7770/garlic-parmesan-bread-chips-3oz-by-magic-flavors-with-free-sample-2pk.html,treat-strong,0.08,3,330541,330542,330543,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,10.42,18.94,20.59,20.59,53780,79772,False
Cookies,Garlic Parmesan Bread Chips,http://localhost:7770/garlic-parmesan-bread-chips-3oz-by-magic-flavors-with-free-sample-2pk.html,treat-medium,0.1,3,330541,330542,330543,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,10.19,18.53,20.59,20.59,53780,79772,False
Cookies,Garlic Parmesan Bread Chips,http://localhost:7770/garlic-parmesan-bread-chips-3oz-by-magic-flavors-with-free-sample-2pk.html,treat-weak,0.15,3,330541,330542,330543,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,9.62,17.5,20.59,20.59,53780,79772,False
Chocolate,Opera Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-opera-creme-milk-chocolate-1-lb.html,baseline,,2,437245,437246,437247,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.85,,27.99,27.99,70772,103152,False
Chocolate,Opera Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-opera-creme-milk-chocolate-1-lb.html,treat-strong,0.08,3,437245,437246,437247,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,14.16,25.75,27.99,27.99,70772,103152,False
Chocolate,Opera Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-opera-creme-milk-chocolate-1-lb.html,treat-medium,0.1,3,437245,437246,437247,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.85,25.19,27.99,27.99,70772,103152,False
Chocolate,Opera Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-opera-creme-milk-chocolate-1-lb.html,treat-weak,0.15,3,437245,437246,437247,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.08,23.79,27.99,27.99,70772,103152,False
Cookies,Ultimate Holiday Cookie Collection,http://localhost:7770/entenmann-s-ultimate-holiday-cookie-collection-4-pack.html,baseline,,2,435498,435500,435501,3-Pack,6-Pack,9-Pack,3.0,6.0,9.0,9.0,pack,26.37,,53.28,53.28,70438,102021,False
Cookies,Ultimate Holiday Cookie Collection,http://localhost:7770/entenmann-s-ultimate-holiday-cookie-collection-4-pack.html,treat-strong,0.08,3,435498,435500,435501,3-Pack,6-Pack,9-Pack,3.0,6.0,9.0,9.0,pack,26.96,49.02,53.28,53.28,70438,102021,False
Cookies,Ultimate Holiday Cookie Collection,http://localhost:7770/entenmann-s-ultimate-holiday-cookie-collection-4-pack.html,treat-medium,0.1,3,435498,435500,435501,3-Pack,6-Pack,9-Pack,3.0,6.0,9.0,9.0,pack,26.37,47.95,53.28,53.28,70438,102021,False
Cookies,Ultimate Holiday Cookie Collection,http://localhost:7770/entenmann-s-ultimate-holiday-cookie-collection-4-pack.html,treat-weak,0.15,3,435498,435500,435501,3-Pack,6-Pack,9-Pack,3.0,6.0,9.0,9.0,pack,24.91,45.29,53.28,53.28,70438,102021,False
Chocolate,Greek Yogurt Coated Blueberries,http://localhost:7770/gourmet-greek-yogurt-coated-blueberries-1-lb.html,baseline,,2,386669,386670,386671,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,9.4,,18.99,18.99,62796,90391,False
Chocolate,Greek Yogurt Coated Blueberries,http://localhost:7770/gourmet-greek-yogurt-coated-blueberries-1-lb.html,treat-strong,0.08,3,386669,386670,386671,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,9.61,17.47,18.99,18.99,62796,90391,False
Chocolate,Greek Yogurt Coated Blueberries,http://localhost:7770/gourmet-greek-yogurt-coated-blueberries-1-lb.html,treat-medium,0.1,3,386669,386670,386671,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,9.4,17.09,18.99,18.99,62796,90391,False
Chocolate,Greek Yogurt Coated Blueberries,http://localhost:7770/gourmet-greek-yogurt-coated-blueberries-1-lb.html,treat-weak,0.15,3,386669,386670,386671,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,8.88,16.14,18.99,18.99,62796,90391,False
Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),http://localhost:7770/belgioioso-pre-sliced-rbst-and-gluten-free-fresh-snacking-mozzarella-cheese-2-pack-32-oz-each.html,baseline,,2,328358,328359,328360,2 Pack,3 Pack,4 Pack,2.0,3.0,4.0,4.0,pack,38.94,,59.0,59.0,53317,78105,False
Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),http://localhost:7770/belgioioso-pre-sliced-rbst-and-gluten-free-fresh-snacking-mozzarella-cheese-2-pack-32-oz-each.html,treat-strong,0.08,3,328358,328359,328360,2 Pack,3 Pack,4 Pack,2.0,3.0,4.0,4.0,pack,39.81,54.28,59.0,59.0,53317,78105,False
Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),http://localhost:7770/belgioioso-pre-sliced-rbst-and-gluten-free-fresh-snacking-mozzarella-cheese-2-pack-32-oz-each.html,treat-medium,0.1,3,328358,328359,328360,2 Pack,3 Pack,4 Pack,2.0,3.0,4.0,4.0,pack,38.94,53.1,59.0,59.0,53317,78105,False
Cheese,Fresh Snacking Mozzarella Cheese (32 oz each),http://localhost:7770/belgioioso-pre-sliced-rbst-and-gluten-free-fresh-snacking-mozzarella-cheese-2-pack-32-oz-each.html,treat-weak,0.15,3,328358,328359,328360,2 Pack,3 Pack,4 Pack,2.0,3.0,4.0,4.0,pack,36.78,50.15,59.0,59.0,53317,78105,False
Cheese,Parmesan Cheese,http://localhost:7770/wellsley-farms-parmesan-cheese-24-oz-pack-of-1.html,baseline,,2,332077,332078,332079,1 × 24 oz,2 × 24 oz,3 × 24 oz,1.0,2.0,3.0,3.0,pack,9.87,,19.95,19.95,54021,80649,False
Cheese,Parmesan Cheese,http://localhost:7770/wellsley-farms-parmesan-cheese-24-oz-pack-of-1.html,treat-strong,0.08,3,332077,332078,332079,1 × 24 oz,2 × 24 oz,3 × 24 oz,1.0,2.0,3.0,3.0,pack,10.09,18.35,19.95,19.95,54021,80649,False
Cheese,Parmesan Cheese,http://localhost:7770/wellsley-farms-parmesan-cheese-24-oz-pack-of-1.html,treat-medium,0.1,3,332077,332078,332079,1 × 24 oz,2 × 24 oz,3 × 24 oz,1.0,2.0,3.0,3.0,pack,9.87,17.95,19.95,19.95,54021,80649,False
Cheese,Parmesan Cheese,http://localhost:7770/wellsley-farms-parmesan-cheese-24-oz-pack-of-1.html,treat-weak,0.15,3,332077,332078,332079,1 × 24 oz,2 × 24 oz,3 × 24 oz,1.0,2.0,3.0,3.0,pack,9.33,16.96,19.95,19.95,54021,80649,False
Chocolate,Lemon Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-lemon-creme-milk-chocolate-1-lb.html,baseline,,2,330563,330564,330565,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.85,,27.99,27.99,53784,79778,False
Chocolate,Lemon Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-lemon-creme-milk-chocolate-1-lb.html,treat-strong,0.08,3,330563,330564,330565,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,14.16,25.75,27.99,27.99,53784,79778,False
Chocolate,Lemon Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-lemon-creme-milk-chocolate-1-lb.html,treat-medium,0.1,3,330563,330564,330565,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.85,25.19,27.99,27.99,53784,79778,False
Chocolate,Lemon Creme Milk Chocolate,http://localhost:7770/mrs-cavanaugh-s-lemon-creme-milk-chocolate-1-lb.html,treat-weak,0.15,3,330563,330564,330565,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,13.08,23.79,27.99,27.99,53784,79778,False
Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,http://localhost:7770/pepper-joe-s-ghost-pepper-cheese-curds-world-famous-wisconsin-cheese-curds-with-spicy-all-natural-flavor-hot-ghost-chile-pepper-cheese-curds-10-ounces.html,baseline,,2,334588,334589,334590,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,12.9,,26.06,26.06,54530,46185,False
Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,http://localhost:7770/pepper-joe-s-ghost-pepper-cheese-curds-world-famous-wisconsin-cheese-curds-with-spicy-all-natural-flavor-hot-ghost-chile-pepper-cheese-curds-10-ounces.html,treat-strong,0.08,3,334588,334589,334590,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,13.19,23.98,26.06,26.06,54530,46185,False
Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,http://localhost:7770/pepper-joe-s-ghost-pepper-cheese-curds-world-famous-wisconsin-cheese-curds-with-spicy-all-natural-flavor-hot-ghost-chile-pepper-cheese-curds-10-ounces.html,treat-medium,0.1,3,334588,334589,334590,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,12.9,23.45,26.06,26.06,54530,46185,False
Cheese,Pepper Joe’s Ghost Pepper Cheese Curds,http://localhost:7770/pepper-joe-s-ghost-pepper-cheese-curds-world-famous-wisconsin-cheese-curds-with-spicy-all-natural-flavor-hot-ghost-chile-pepper-cheese-curds-10-ounces.html,treat-weak,0.15,3,334588,334589,334590,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,12.18,22.15,26.06,26.06,54530,46185,False
Cookies,Bourbon Cookies,http://localhost:7770/japanese-bourbon-cookies-pack-of-2-lubera.html,baseline,,2,75565,75566,75567,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,4.39,,8.88,8.88,12827,23200,False
Cookies,Bourbon Cookies,http://localhost:7770/japanese-bourbon-cookies-pack-of-2-lubera.html,treat-strong,0.08,3,75565,75566,75567,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,4.49,8.17,8.88,8.88,12827,23200,False
Cookies,Bourbon Cookies,http://localhost:7770/japanese-bourbon-cookies-pack-of-2-lubera.html,treat-medium,0.1,3,75565,75566,75567,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,4.39,7.99,8.88,8.88,12827,23200,False
Cookies,Bourbon Cookies,http://localhost:7770/japanese-bourbon-cookies-pack-of-2-lubera.html,treat-weak,0.15,3,75565,75566,75567,1 Pack,2 Pack,3 Pack,1.0,2.0,3.0,3.0,pack,4.15,7.55,8.88,8.88,12827,23200,False
Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,http://localhost:7770/chobani-fruit-on-the-bottom-non-fat-delicious-greek-yogurt-only-natural-ingredients-strawberry-blueberry-peach-and-black-cherry-2-pack-20-x-5-3-oz-each.html,baseline,,2,340950,340951,340952,2 - Pack,3 - Pack,4 - Pack,2.0,3.0,4.0,4.0,pack,65.99,,99.99,99.99,55786,48607,False
Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,http://localhost:7770/chobani-fruit-on-the-bottom-non-fat-delicious-greek-yogurt-only-natural-ingredients-strawberry-blueberry-peach-and-black-cherry-2-pack-20-x-5-3-oz-each.html,treat-strong,0.08,3,340950,340951,340952,2 - Pack,3 - Pack,4 - Pack,2.0,3.0,4.0,4.0,pack,67.46,91.99,99.99,99.99,55786,48607,False
Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,http://localhost:7770/chobani-fruit-on-the-bottom-non-fat-delicious-greek-yogurt-only-natural-ingredients-strawberry-blueberry-peach-and-black-cherry-2-pack-20-x-5-3-oz-each.html,treat-medium,0.1,3,340950,340951,340952,2 - Pack,3 - Pack,4 - Pack,2.0,3.0,4.0,4.0,pack,65.99,89.99,99.99,99.99,55786,48607,False
Yogurt,Fruit on the Bottom Non-Fat Delicious Greek Yogurt — 20 Cups per Pack,http://localhost:7770/chobani-fruit-on-the-bottom-non-fat-delicious-greek-yogurt-only-natural-ingredients-strawberry-blueberry-peach-and-black-cherry-2-pack-20-x-5-3-oz-each.html,treat-weak,0.15,3,340950,340951,340952,2 - Pack,3 - Pack,4 - Pack,2.0,3.0,4.0,4.0,pack,62.33,84.99,99.99,99.99,55786,48607,False
Breads,Sweet Rolls,http://localhost:7770/pandesal-sweet-rolls-12ct-by-magic-flavors-with-free-sample-1pk.html,baseline,,2,329908,329909,329910,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,9.89,,19.99,19.99,53650,79257,False
Breads,Sweet Rolls,http://localhost:7770/pandesal-sweet-rolls-12ct-by-magic-flavors-with-free-sample-1pk.html,treat-strong,0.08,3,329908,329909,329910,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,10.11,18.39,19.99,19.99,53650,79257,False
Breads,Sweet Rolls,http://localhost:7770/pandesal-sweet-rolls-12ct-by-magic-flavors-with-free-sample-1pk.html,treat-medium,0.1,3,329908,329909,329910,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,9.89,17.99,19.99,19.99,53650,79257,False
Breads,Sweet Rolls,http://localhost:7770/pandesal-sweet-rolls-12ct-by-magic-flavors-with-free-sample-1pk.html,treat-weak,0.15,3,329908,329909,329910,1pk,2pk,3pk,1.0,2.0,3.0,3.0,pack,9.34,16.99,19.99,19.99,53650,79257,False
Cookies,Mint Chip & Chocolate Chip Cookies,http://localhost:7770/scott-s-cakes-mint-chip-chocolate-chip-cookies-in-a-1-pound-plastic-deli-container.html,baseline,,2,72491,72492,72493,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.9,,13.95,13.95,12195,21011,False
Cookies,Mint Chip & Chocolate Chip Cookies,http://localhost:7770/scott-s-cakes-mint-chip-chocolate-chip-cookies-in-a-1-pound-plastic-deli-container.html,treat-strong,0.08,3,72491,72492,72493,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,7.06,12.83,13.95,13.95,12195,21011,False
Cookies,Mint Chip & Chocolate Chip Cookies,http://localhost:7770/scott-s-cakes-mint-chip-chocolate-chip-cookies-in-a-1-pound-plastic-deli-container.html,treat-medium,0.1,3,72491,72492,72493,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.9,12.55,13.95,13.95,12195,21011,False
Cookies,Mint Chip & Chocolate Chip Cookies,http://localhost:7770/scott-s-cakes-mint-chip-chocolate-chip-cookies-in-a-1-pound-plastic-deli-container.html,treat-weak,0.15,3,72491,72492,72493,1 Pound,2 Pound,3 Pound,1.0,2.0,3.0,3.0,lb,6.52,11.86,13.95,13.95,12195,21011,False
Chocolate,"Russian, Polish & Ukrainian Candy Mix",http://localhost:7770/supreme-sweets-candy-mix-gift-bag-russian-polish-ukrainian-candy-mix-ulitimate-assortment-of-chocolate-and-caramel-party-candy-mix-of-eastern-european-candies-variety-of-russian-polish-ukrainian-candy-1-4kg-3-lbs.html,baseline,,2,75154,75155,75151,450g / 1 lb,900g / 2 lbs,1.4kg / 3 lbs,1.0,2.0,3.0,3.0,lb,20.78,,41.99,41.99,12729,22861,False
Chocolate,"Russian, Polish & Ukrainian Candy Mix",http://localhost:7770/supreme-sweets-candy-mix-gift-bag-russian-polish-ukrainian-candy-mix-ulitimate-assortment-of-chocolate-and-caramel-party-candy-mix-of-eastern-european-candies-variety-of-russian-polish-ukrainian-candy-1-4kg-3-lbs.html,treat-strong,0.08,3,75154,75155,75151,450g / 1 lb,900g / 2 lbs,1.4kg / 3 lbs,1.0,2.0,3.0,3.0,lb,21.25,38.63,41.99,41.99,12729,22861,False
Chocolate,"Russian, Polish & Ukrainian Candy Mix",http://localhost:7770/supreme-sweets-candy-mix-gift-bag-russian-polish-ukrainian-candy-mix-ulitimate-assortment-of-chocolate-and-caramel-party-candy-mix-of-eastern-european-candies-variety-of-russian-polish-ukrainian-candy-1-4kg-3-lbs.html,treat-medium,0.1,3,75154,75155,75151,450g / 1 lb,900g / 2 lbs,1.4kg / 3 lbs,1.0,2.0,3.0,3.0,lb,20.78,37.79,41.99,41.99,12729,22861,False
Chocolate,"Russian, Polish & Ukrainian Candy Mix",http://localhost:7770/supreme-sweets-candy-mix-gift-bag-russian-polish-ukrainian-candy-mix-ulitimate-assortment-of-chocolate-and-caramel-party-candy-mix-of-eastern-european-candies-variety-of-russian-polish-ukrainian-candy-1-4kg-3-lbs.html,treat-weak,0.15,3,75154,75155,75151,450g / 1 lb,900g / 2 lbs,1.4kg / 3 lbs,1.0,2.0,3.0,3.0,lb,19.63,35.69,41.99,41.99,12729,22861,False
Cookies,French Cookies LU Barquettes Strawberry,http://localhost:7770/french-cookies-lu-barquettes-strawberry.html,baseline,,2,185931,185932,185933,2 PACK,4 PACK,6 PACK,2.0,4.0,6.0,7.0,pack,4.58,,9.26,10.8,30070,44786,False
Cookies,French Cookies LU Barquettes Strawberry,http://localhost:7770/french-cookies-lu-barquettes-strawberry.html,treat-strong,0.08,3,185931,185932,185933,2 PACK,4 PACK,6 PACK,2.0,4.0,6.0,7.0,pack,4.69,8.52,9.26,10.8,30070,44786,False
Cookies,French Cookies LU Barquettes Strawberry,http://localhost:7770/french-cookies-lu-barquettes-strawberry.html,treat-medium,0.1,3,185931,185932,185933,2 PACK,4 PACK,6 PACK,2.0,4.0,6.0,7.0,pack,4.58,8.33,9.26,10.8,30070,44786,False
Cookies,French Cookies LU Barquettes Strawberry,http://localhost:7770/french-cookies-lu-barquettes-strawberry.html,treat-weak,0.15,3,185931,185932,185933,2 PACK,4 PACK,6 PACK,2.0,4.0,6.0,7.0,pack,4.33,7.87,9.26,10.8,30070,44786,False
Cereals,"Organic Cracked Wheat Berries - Non-GMO. Cleaned, Crushed & Sifted Hard Red Winter Groats",http://localhost:7770/organic-cracked-wheat-berries-2-5-pounds-non-gmo-cleaned-crushed-sifted-hard-red-winter-groats-raw-vegan-kosher-bulk-dalia-broken-whole-grain-great-for-cereal-porridge.html,baseline,,2,335875,335876,335877,2.5 Pound,5 Pound,8 Pound,2.5,5.0,8.0,9.0,lb,12.31,,24.88,27.99,54799,47084,False
